,Survived,Pclass,Full Name,First Name,Last Name,Status,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
735,0,3,"williams, mr. leslie", leslie,williams, mr,M,28.5,0,0,54636,16.1,,S
736,0,3,"ford, mrs. edward (margaret ann watson)", edward (margaret ann watson),ford, mrs,F,48.0,1,3,W./C. 6608,34.375,,S
737,1,1,"lesurer, mr. gustave j", gustave j,lesurer, mr,M,35.0,0,0,PC 17755,512.3292,B101,C
738,0,3,"ivanoff, mr. kanio", kanio,ivanoff, mr,M,,0,0,349201,7.8958,,S
739,0,3,"nankoff, mr. minko", minko,nankoff, mr,M,,0,0,349218,7.8958,,S
740,1,1,"hawksford, mr. walter james", walter james,hawksford, mr,M,,0,0,16988,30.0,D45,S
741,0,1,"cavendish, mr. tyrell william", tyrell william,cavendish, mr,M,36.0,1,0,19877,78.85,C46,S
742,1,1,"ryerson, miss. susan parker ""suzette"""," susan parker ""suzette""",ryerson, miss,F,21.0,2,2,PC 17608,262.375,B57 B59 B63 B66,C
743,0,3,"mcnamee, mr. neal", neal,mcnamee, mr,M,24.0,1,0,376566,16.1,,S
744,1,3,"stranden, mr. juho", juho,stranden, mr,M,31.0,0,0,STON/O 2. 3101288,7.925,,S
745,0,1,"crosby, capt. edward gifford", edward gifford,crosby, capt,M,70.0,1,1,WE/P 5735,71.0,B22,S
746,0,3,"abbott, mr. rossmore edward", rossmore edward,abbott, mr,M,16.0,1,1,C.A. 2673,20.25,,S
747,1,2,"sinkkonen, miss. anna", anna,sinkkonen, miss,F,30.0,0,0,250648,13.0,,S
748,0,1,"marvin, mr. daniel warner", daniel warner,marvin, mr,M,19.0,1,0,113773,53.1,D30,S
749,0,3,"connaghton, mr. michael", michael,connaghton, mr,M,31.0,0,0,335097,7.75,,Q
750,1,2,"wells, miss. joan", joan,wells, miss,F,4.0,1,1,29103,23.0,,S
751,1,3,"moor, master. meier", meier,moor, master,M,6.0,0,1,392096,12.475,E121,S
752,0,3,"vande velde, mr. johannes joseph", johannes joseph,vande velde, mr,M,33.0,0,0,345780,9.5,,S
753,0,3,"jonkoff, mr. lalio", lalio,jonkoff, mr,M,23.0,0,0,349204,7.8958,,S
754,1,2,"herman, mrs. samuel (jane laver)", samuel (jane laver),herman, mrs,F,48.0,1,2,220845,65.0,,S
755,1,2,"hamalainen, master. viljo", viljo,hamalainen, master,M,0.67,1,1,250649,14.5,,S
756,0,3,"carlsson, mr. august sigfrid", august sigfrid,carlsson, mr,M,28.0,0,0,350042,7.7958,,S
757,0,2,"bailey, mr. percy andrew", percy andrew,bailey, mr,M,18.0,0,0,29108,11.5,,S
758,0,3,"theobald, mr. thomas leonard", thomas leonard,theobald, mr,M,34.0,0,0,363294,8.05,,S
759,1,1,"rothes, the countess. of (lucy noel martha dyer-edwards)", of (lucy noel martha dyer-edwards),rothes, the countess,F,33.0,0,0,110152,86.5,B77,S
760,0,3,"garfirth, mr. john", john,garfirth, mr,M,,0,0,358585,14.5,,S
761,0,3,"nirva, mr. iisakki antino aijo", iisakki antino aijo,nirva, mr,M,41.0,0,0,SOTON/O2 3101272,7.125,,S
762,1,3,"barah, mr. hanna assi", hanna assi,barah, mr,M,20.0,0,0,2663,7.2292,,C
763,1,1,"carter, mrs. william ernest (lucile polk)", william ernest (lucile polk),carter, mrs,F,36.0,1,2,113760,120.0,B96 B98,S
764,0,3,"eklund, mr. hans linus", hans linus,eklund, mr,M,16.0,0,0,347074,7.775,,S
765,1,1,"hogeboom, mrs. john c (anna andrews)", john c (anna andrews),hogeboom, mrs,F,51.0,1,0,13502,77.9583,D11,S
766,0,1,"brewe, dr. arthur jackson", arthur jackson,brewe, dr,M,,0,0,112379,39.6,,C
767,0,3,"mangan, miss. mary", mary,mangan, miss,F,30.5,0,0,364850,7.75,,Q
768,0,3,"moran, mr. daniel j", daniel j,moran, mr,M,,1,0,371110,24.15,,Q
769,0,3,"gronnestad, mr. daniel danielsen", daniel danielsen,gronnestad, mr,M,32.0,0,0,8471,8.3625,,S
770,0,3,"lievens, mr. rene aime", rene aime,lievens, mr,M,24.0,0,0,345781,9.5,,S
771,0,3,"jensen, mr. niels peder", niels peder,jensen, mr,M,48.0,0,0,350047,7.8542,,S
772,0,2,"mack, mrs. (mary)", (mary),mack, mrs,F,57.0,0,0,S.O./P.P. 3,10.5,E77,S
773,0,3,"elias, mr. dibo", dibo,elias, mr,M,,0,0,2674,7.225,,C
774,1,2,"hocking, mrs. elizabeth (eliza needs)", elizabeth (eliza needs),hocking, mrs,F,54.0,1,3,29105,23.0,,S
775,0,3,"myhrman, mr. pehr fabian oliver malkolm", pehr fabian oliver malkolm,myhrman, mr,M,18.0,0,0,347078,7.75,,S
776,0,3,"tobin, mr. roger", roger,tobin, mr,M,,0,0,383121,7.75,F38,Q
777,1,3,"emanuel, miss. virginia ethel", virginia ethel,emanuel, miss,F,5.0,0,0,364516,12.475,,S
778,0,3,"kilgannon, mr. thomas j", thomas j,kilgannon, mr,M,,0,0,36865,7.7375,,Q
779,1,1,"robert, mrs. edward scott (elisabeth walton mcmillan)", edward scott (elisabeth walton mcmillan),robert, mrs,F,43.0,0,1,24160,211.3375,B3,S
780,1,3,"ayoub, miss. banoura", banoura,ayoub, miss,F,13.0,0,0,2687,7.2292,,C
781,1,1,"dick, mrs. albert adrian (vera gillespie)", albert adrian (vera gillespie),dick, mrs,F,17.0,1,0,17474,57.0,B20,S
782,0,1,"long, mr. milton clyde", milton clyde,long, mr,M,29.0,0,0,113501,30.0,D6,S
783,0,3,"johnston, mr. andrew g", andrew g,johnston, mr,M,,1,2,W./C. 6607,23.45,,S
784,0,3,"ali, mr. william", william,ali, mr,M,25.0,0,0,SOTON/O.Q. 3101312,7.05,,S
785,0,3,"harmer, mr. abraham (david lishin)", abraham (david lishin),harmer, mr,M,25.0,0,0,374887,7.25,,S
786,1,3,"sjoblom, miss. anna sofia", anna sofia,sjoblom, miss,F,18.0,0,0,3101265,7.4958,,S
787,0,3,"rice, master. george hugh", george hugh,rice, master,M,8.0,4,1,382652,29.125,,Q
788,1,3,"dean, master. bertram vere", bertram vere,dean, master,M,1.0,1,2,C.A. 2315,20.575,,S
789,0,1,"guggenheim, mr. benjamin", benjamin,guggenheim, mr,M,46.0,0,0,PC 17593,79.2,B82 B84,C
790,0,3,"keane, mr. andrew ""andy"""," andrew ""andy""",keane, mr,M,,0,0,12460,7.75,,Q
791,0,2,"gaskell, mr. alfred", alfred,gaskell, mr,M,16.0,0,0,239865,26.0,,S
792,0,3,"sage, miss. stella anna", stella anna,sage, miss,F,,8,2,CA. 2343,69.55,,S
793,0,1,"hoyt, mr. william fisher", william fisher,hoyt, mr,M,,0,0,PC 17600,30.6958,,C
794,0,3,"dantcheff, mr. ristiu", ristiu,dantcheff, mr,M,25.0,0,0,349203,7.8958,,S
795,0,2,"otter, mr. richard", richard,otter, mr,M,39.0,0,0,28213,13.0,,S
796,1,1,"leader, dr. alice (farnham)", alice (farnham),leader, dr,F,49.0,0,0,17465,25.9292,D17,S
797,1,3,"osman, mrs. mara", mara,osman, mrs,F,31.0,0,0,349244,8.6833,,S
798,0,3,"ibrahim shawah, mr. yousseff", yousseff,ibrahim shawah, mr,M,30.0,0,0,2685,7.2292,,C
799,0,3,"van impe, mrs. jean baptiste (rosalie paula govaert)", jean baptiste (rosalie paula govaert),van impe, mrs,F,30.0,1,1,345773,24.15,,S
800,0,2,"ponesell, mr. martin", martin,ponesell, mr,M,34.0,0,0,250647,13.0,,S
801,1,2,"collyer, mrs. harvey (charlotte annie tate)", harvey (charlotte annie tate),collyer, mrs,F,31.0,1,1,C.A. 31921,26.25,,S
802,1,1,"carter, master. william thornton ii", william thornton ii,carter, master,M,11.0,1,2,113760,120.0,B96 B98,S
803,1,3,"thomas, master. assad alexander", assad alexander,thomas, master,M,0.42,0,1,2625,8.5167,,C
804,1,3,"hedman, mr. oskar arvid", oskar arvid,hedman, mr,M,27.0,0,0,347089,6.975,,S
805,0,3,"johansson, mr. karl johan", karl johan,johansson, mr,M,31.0,0,0,347063,7.775,,S
806,0,1,"andrews, mr. thomas jr", thomas jr,andrews, mr,M,39.0,0,0,112050,0.0,A36,S
807,0,3,"pettersson, miss. ellen natalia", ellen natalia,pettersson, miss,F,18.0,0,0,347087,7.775,,S
808,0,2,"meyer, mr. august", august,meyer, mr,M,39.0,0,0,248723,13.0,,S
809,1,1,"chambers, mrs. norman campbell (bertha griggs)", norman campbell (bertha griggs),chambers, mrs,F,33.0,1,0,113806,53.1,E8,S
810,0,3,"alexander, mr. william", william,alexander, mr,M,26.0,0,0,3474,7.8875,,S
811,0,3,"lester, mr. james", james,lester, mr,M,39.0,0,0,A/4 48871,24.15,,S
812,0,2,"slemen, mr. richard james", richard james,slemen, mr,M,35.0,0,0,28206,10.5,,S
813,0,3,"andersson, miss. ebba iris alfrida", ebba iris alfrida,andersson, miss,F,6.0,4,2,347082,31.275,,S
814,0,3,"tomlin, mr. ernest portage", ernest portage,tomlin, mr,M,30.5,0,0,364499,8.05,,S
815,0,1,"fry, mr. richard", richard,fry, mr,M,,0,0,112058,0.0,B102,S
816,0,3,"heininen, miss. wendla maria", wendla maria,heininen, miss,F,23.0,0,0,STON/O2. 3101290,7.925,,S
817,0,2,"mallet, mr. albert", albert,mallet, mr,M,31.0,1,1,S.C./PARIS 2079,37.0042,,C
818,0,3,"holm, mr. john fredrik alexander", john fredrik alexander,holm, mr,M,43.0,0,0,C 7075,6.45,,S
819,0,3,"skoog, master. karl thorsten", karl thorsten,skoog, master,M,10.0,3,2,347088,27.9,,S
820,1,1,"hays, mrs. charles melville (clara jennings gregg)", charles melville (clara jennings gregg),hays, mrs,F,52.0,1,1,12749,93.5,B69,S
821,1,3,"lulic, mr. nikola", nikola,lulic, mr,M,27.0,0,0,315098,8.6625,,S
822,0,1,"reuchlin, jonkheer. john george", john george,reuchlin, jonkheer,M,38.0,0,0,19972,0.0,,S
823,1,3,"moor, mrs. (beila)", (beila),moor, mrs,F,27.0,0,1,392096,12.475,E121,S
824,0,3,"panula, master. urho abraham", urho abraham,panula, master,M,2.0,4,1,3101295,39.6875,,S
825,0,3,"flynn, mr. john", john,flynn, mr,M,,0,0,368323,6.95,,Q
826,0,3,"lam, mr. len", len,lam, mr,M,,0,0,1601,56.4958,,S
827,1,2,"mallet, master. andre", andre,mallet, master,M,1.0,0,2,S.C./PARIS 2079,37.0042,,C
828,1,3,"mccormack, mr. thomas joseph", thomas joseph,mccormack, mr,M,,0,0,367228,7.75,,Q
829,1,1,"stone, mrs. george nelson (martha evelyn)", george nelson (martha evelyn),stone, mrs,F,62.0,0,0,113572,80.0,B28,
830,1,3,"yasbeck, mrs. antoni (selini alexander)", antoni (selini alexander),yasbeck, mrs,F,15.0,1,0,2659,14.4542,,C
831,1,2,"richards, master. george sibley", george sibley,richards, master,M,0.83,1,1,29106,18.75,,S
832,0,3,"saad, mr. amin", amin,saad, mr,M,,0,0,2671,7.2292,,C
833,0,3,"augustsson, mr. albert", albert,augustsson, mr,M,23.0,0,0,347468,7.8542,,S
834,0,3,"allum, mr. owen george", owen george,allum, mr,M,18.0,0,0,2223,8.3,,S
835,1,1,"compton, miss. sara rebecca", sara rebecca,compton, miss,F,39.0,1,1,PC 17756,83.1583,E49,C
836,0,3,"pasic, mr. jakob", jakob,pasic, mr,M,21.0,0,0,315097,8.6625,,S
837,0,3,"sirota, mr. maurice", maurice,sirota, mr,M,,0,0,392092,8.05,,S
838,1,3,"chip, mr. chang", chang,chip, mr,M,32.0,0,0,1601,56.4958,,S
839,1,1,"marechal, mr. pierre", pierre,marechal, mr,M,,0,0,11774,29.7,C47,C
840,0,3,"alhomaki, mr. ilmari rudolf", ilmari rudolf,alhomaki, mr,M,20.0,0,0,SOTON/O2 3101287,7.925,,S
841,0,2,"mudd, mr. thomas charles", thomas charles,mudd, mr,M,16.0,0,0,S.O./P.P. 3,10.5,,S
842,1,1,"serepeca, miss. augusta", augusta,serepeca, miss,F,30.0,0,0,113798,31.0,,C
843,0,3,"lemberopolous, mr. peter l", peter l,lemberopolous, mr,M,34.5,0,0,2683,6.4375,,C
844,0,3,"culumovic, mr. jeso", jeso,culumovic, mr,M,17.0,0,0,315090,8.6625,,S
845,0,3,"abbing, mr. anthony", anthony,abbing, mr,M,42.0,0,0,C.A. 5547,7.55,,S
846,0,3,"sage, mr. douglas bullen", douglas bullen,sage, mr,M,,8,2,CA. 2343,69.55,,S
847,0,3,"markoff, mr. marin", marin,markoff, mr,M,35.0,0,0,349213,7.8958,,C
848,0,2,"harper, rev. john", john,harper, rev,M,28.0,0,1,248727,33.0,,S
849,1,1,"goldenberg, mrs. samuel l (edwiga grabowska)", samuel l (edwiga grabowska),goldenberg, mrs,F,,1,0,17453,89.1042,C92,C
850,0,3,"andersson, master. sigvard harald elias", sigvard harald elias,andersson, master,M,4.0,4,2,347082,31.275,,S
851,0,3,"svensson, mr. johan", johan,svensson, mr,M,74.0,0,0,347060,7.775,,S
852,0,3,"boulos, miss. nourelain", nourelain,boulos, miss,F,9.0,1,1,2678,15.2458,,C
853,1,1,"lines, miss. mary conover", mary conover,lines, miss,F,16.0,0,1,PC 17592,39.4,D28,S
854,0,2,"carter, mrs. ernest courtenay (lilian hughes)", ernest courtenay (lilian hughes),carter, mrs,F,44.0,1,0,244252,26.0,,S
855,1,3,"aks, mrs. sam (leah rosen)", sam (leah rosen),aks, mrs,F,18.0,0,1,392091,9.35,,S
856,1,1,"wick, mrs. george dennick (mary hitchcock)", george dennick (mary hitchcock),wick, mrs,F,45.0,1,1,36928,164.8667,,S
857,1,1,"daly, mr. peter denis ", peter denis ,daly, mr,M,51.0,0,0,113055,26.55,E17,S
858,1,3,"baclini, mrs. solomon (latifa qurban)", solomon (latifa qurban),baclini, mrs,F,24.0,0,3,2666,19.2583,,C
859,0,3,"razi, mr. raihed", raihed,razi, mr,M,,0,0,2629,7.2292,,C
860,0,3,"hansen, mr. claus peter", claus peter,hansen, mr,M,41.0,2,0,350026,14.1083,,S
861,0,2,"giles, mr. frederick edward", frederick edward,giles, mr,M,21.0,1,0,28134,11.5,,S
862,1,1,"swift, mrs. frederick joel (margaret welles barron)", frederick joel (margaret welles barron),swift, mrs,F,48.0,0,0,17466,25.9292,D17,S
863,0,3,"sage, miss. dorothy edith ""dolly"""," dorothy edith ""dolly""",sage, miss,F,,8,2,CA. 2343,69.55,,S
864,0,2,"gill, mr. john william", john william,gill, mr,M,24.0,0,0,233866,13.0,,S
865,1,2,"bystrom, mrs. (karolina)", (karolina),bystrom, mrs,F,42.0,0,0,236852,13.0,,S
866,1,2,"duran y more, miss. asuncion", asuncion,duran y more, miss,F,27.0,1,0,SC/PARIS 2149,13.8583,,C
867,0,1,"roebling, mr. washington augustus ii", washington augustus ii,roebling, mr,M,31.0,0,0,PC 17590,50.4958,A24,S
868,0,3,"van melkebeke, mr. philemon", philemon,van melkebeke, mr,M,,0,0,345777,9.5,,S
869,1,3,"johnson, master. harold theodor", harold theodor,johnson, master,M,4.0,1,1,347742,11.1333,,S
870,0,3,"balkic, mr. cerin", cerin,balkic, mr,M,26.0,0,0,349248,7.8958,,S
871,1,1,"beckwith, mrs. richard leonard (sallie monypeny)", richard leonard (sallie monypeny),beckwith, mrs,F,47.0,1,1,11751,52.5542,D35,S
872,0,1,"carlsson, mr. frans olof", frans olof,carlsson, mr,M,33.0,0,0,695,5.0,B51 B53 B55,S
873,0,3,"vander cruyssen, mr. victor", victor,vander cruyssen, mr,M,47.0,0,0,345765,9.0,,S
874,1,2,"abelson, mrs. samuel (hannah wizosky)", samuel (hannah wizosky),abelson, mrs,F,28.0,1,0,P/PP 3381,24.0,,C
875,1,3,"najib, miss. adele kiamie ""jane"""," adele kiamie ""jane""",najib, miss,F,15.0,0,0,2667,7.225,,C
876,0,3,"gustafsson, mr. alfred ossian", alfred ossian,gustafsson, mr,M,20.0,0,0,7534,9.8458,,S
877,0,3,"petroff, mr. nedelio", nedelio,petroff, mr,M,19.0,0,0,349212,7.8958,,S
878,0,3,"laleff, mr. kristo", kristo,laleff, mr,M,,0,0,349217,7.8958,,S
879,1,1,"potter, mrs. thomas jr (lily alexenia wilson)", thomas jr (lily alexenia wilson),potter, mrs,F,56.0,0,1,11767,83.1583,C50,C
880,1,2,"shelley, mrs. william (imanita parrish hall)", william (imanita parrish hall),shelley, mrs,F,25.0,0,1,230433,26.0,,S
881,0,3,"markun, mr. johann", johann,markun, mr,M,33.0,0,0,349257,7.8958,,S
882,0,3,"dahlberg, miss. gerda ulrika", gerda ulrika,dahlberg, miss,F,22.0,0,0,7552,10.5167,,S
883,0,2,"banfield, mr. frederick james", frederick james,banfield, mr,M,28.0,0,0,C.A./SOTON 34068,10.5,,S
884,0,3,"sutehall, mr. henry jr", henry jr,sutehall, mr,M,25.0,0,0,SOTON/OQ 392076,7.05,,S
885,0,3,"rice, mrs. william (margaret norton)", william (margaret norton),rice, mrs,F,39.0,0,5,382652,29.125,,Q
886,0,2,"montvila, rev. juozas", juozas,montvila, rev,M,27.0,0,0,211536,13.0,,S
887,1,1,"graham, miss. margaret edith", margaret edith,graham, miss,F,19.0,0,0,112053,30.0,B42,S
888,0,3,"johnston, miss. catherine helen ""carrie"""," catherine helen ""carrie""",johnston, miss,F,,1,2,W./C. 6607,23.45,,S
889,1,1,"behr, mr. karl howell", karl howell,behr, mr,M,26.0,0,0,111369,30.0,C148,C
890,0,3,"dooley, mr. patrick", patrick,dooley, mr,M,32.0,0,0,370376,7.75,,Q
